SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude,New Georeferenced Column
213158474,05/16/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,WHITE,0,BRONX,48,1015330,249926,40.852617627000029,-73.88765568499997,POINT (-73.88765568499997 40.85261762700003)
212937782,05/11/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,OTHER,0,BRONX,47,1026242,262091,40.885961642000041,-73.848135600999967,POINT (-73.84813560099997 40.88596164200004)
212607872,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,73,1008228,183789,40.671110834000046,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
213152320,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,79,1000327,187464,40.68121575400005,-73.942036831999985,POINT (-73.94203683199999 40.68121575400005)
212145694,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,WHITE,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
213158467,05/16/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,76,982450,186368,40.678221896000025,-74.006490939999935,POINT (-74.00649093999994 40.678221896000025)
212921355,05/08/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,WHITE,0,NEW YORK,1,982559,198650,40.711933165000062,-74.006101049999984,POINT (-74.00610104999998 40.71193316500006)
212375832,04/25/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,103,1044340,195973,40.704381569000077,-73.783275237999987,POINT (-73.78327523799999 40.70438156900008)
212749379,05/01/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK HISPANIC,0,BROOKLYN,83,1009317,192071,40.693840015000035,-73.909606830999962,POINT (-73.90960683099996 40.693840015000035)
212605451,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK HISPANIC,0,BRONX,40,1009753,235792,40.81384175200003,-73.907868743999984,POINT (-73.90786874399998 40.81384175200003)
212234552,04/09/2020,PROHIBITS ACTS LIKELY TO SPREAD DISEASE,11.31(A)(2),,,18-24,M,WHITE,2,BROOKLYN,90,994114,195445,40.703130861000034,-73.964425724999955,POINT (-73.96442572499996 40.703130861000034)
212148702,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
213087785,05/14/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,WHITE HISPANIC,0,NEW YORK,28,999800,233322,40.807085412000049,-73.943830882999976,POINT (-73.94383088299998 40.80708541200005)
212145718,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212921333,05/09/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK HISPANIC,0,NEW YORK,34,1004696,253011,40.861116056000071,-73.926085278999949,POINT (-73.92608527899995 40.86111605600007)
212369169,04/24/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK HISPANIC,0,BRONX,43,1018791,240921,40.827888685000062,-73.87519150199995,POINT (-73.87519150199995 40.82788868500006)
212056404,04/15/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,BROOKLYN,90,1000144,195811,40.704126670000051,-73.942676933999962,POINT (-73.94267693399996 40.70412667000005)
212671235,05/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,WHITE HISPANIC,2,BROOKLYN,79,997754,193359,40.697400473000073,-73.951301804999957,POINT (-73.95130180499996 40.69740047300007)
212633778,05/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,88,993570,191898,40.693395761000033,-73.966392633999988,POINT (-73.96639263399999 40.69339576100003)
212691863,05/05/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE,0,BROOKLYN,60,986594,152954,40.586507407000056,-73.991562280999972,POINT (-73.99156228099997 40.586507407000056)
213158475,05/16/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE,0,BRONX,48,1015330,249926,40.852617627000029,-73.88765568499997,POINT (-73.88765568499997 40.85261762700003)
212691857,05/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,81,1001627,189572,40.686999275000062,-73.937344328999984,POINT (-73.93734432899998 40.68699927500006)
212154913,04/19/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212611784,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,BLACK HISPANIC,0,BRONX,44,1008253,244477,40.837683801000026,-73.913256605999948,POINT (-73.91325660599995 40.837683801000026)
212609640,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK HISPANIC,0,BRONX,43,1018728,242744,40.832892539000056,-73.875409776999959,POINT (-73.87540977699996 40.832892539000056)
212730158,05/05/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,BROOKLYN,60,993830,151535,40.582607668000037,-73.965512350999973,POINT (-73.96551235099997 40.58260766800004)
212145723,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212145715,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212145691,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
213144685,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,73,1010229,182554,40.667715391000058,-73.906354740999973,POINT (-73.90635474099997 40.66771539100006)
212612122,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,73,1006376,181512,40.66486580000003,-73.920247089999975,POINT (-73.92024708999998 40.66486580000003)
212943970,05/12/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,BLACK HISPANIC,0,BRONX,44,1008277,244774,40.83849891400007,-73.913168807999966,POINT (-73.91316880799997 40.83849891400007)
212145610,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212139123,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BRONX,47,1021856,259363,40.87849391900005,-73.864013045999968,POINT (-73.86401304599997 40.87849391900005)
211803704,04/05/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,WHITE HISPANIC,0,NEW YORK,34,1003133,249705,40.852045557000054,-73.931745130999957,POINT (-73.93174513099996 40.852045557000054)
212658494,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK HISPANIC,0,BRONX,44,1008253,244477,40.837683801000026,-73.913256605999948,POINT (-73.91325660599995 40.837683801000026)
212640032,05/04/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,QUEENS,115,1016138,214586,40.755616236000037,-73.884902832999956,POINT (-73.88490283299996 40.75561623600004)
212611660,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,<18,M,BLACK HISPANIC,0,BROOKLYN,75,1020668,188739,40.684655021000026,-73.868691823999939,POINT (-73.86869182399994 40.684655021000026)
212145712,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212627664,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,WHITE HISPANIC,0,BRONX,44,1008253,244477,40.837683801000026,-73.913256605999948,POINT (-73.91325660599995 40.837683801000026)
212508041,04/28/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,77,995627,186255,40.677904610000041,-73.958984424999983,POINT (-73.95898442499998 40.67790461000004)
212544826,04/30/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BRONX,47,1022835,262759,40.887810644000069,-73.860453291999988,POINT (-73.86045329199999 40.88781064400007)
211957968,04/12/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,NEW YORK,30,998638,241655,40.829959123000037,-73.948010458999988,POINT (-73.94801045899999 40.82995912300004)
212585979,05/01/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,2,BRONX,43,1025866,238415,40.820979933000046,-73.84964238799995,POINT (-73.84964238799995 40.82097993300005)
212154912,04/19/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212609638,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,ASIAN / PACIFIC ISLANDER,0,BRONX,43,1018728,242744,40.832892539000056,-73.875409776999959,POINT (-73.87540977699996 40.832892539000056)
211942597,04/11/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BRONX,49,1020081,255042,40.866641496000057,-73.870454784999936,POINT (-73.87045478499994 40.86664149600006)
212524354,04/28/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE,0,BROOKLYN,90,995941,195224,40.702522043000045,-73.957836810999936,POINT (-73.95783681099994 40.702522043000045)
212145714,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212894378,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,73,1006376,181512,40.66486580000003,-73.920247089999975,POINT (-73.92024708999998 40.66486580000003)
212610580,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK HISPANIC,0,BRONX,43,1018728,242744,40.832892539000056,-73.875409776999959,POINT (-73.87540977699996 40.832892539000056)
212658497,05/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,BLACK,0,BROOKLYN,73,1009872,182963,40.668839045000027,-73.907640065999942,POINT (-73.90764006599994 40.66883904500003)
212544824,04/30/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BRONX,47,1022835,262759,40.887810644000069,-73.860453291999988,POINT (-73.86045329199999 40.88781064400007)
212884030,05/10/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,BLACK,0,QUEENS,101,1043389,154070,40.589373635000072,-73.787072545999933,POINT (-73.78707254599993 40.58937363500007)
212854372,05/08/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,BRONX,48,1015841,250683,40.854693552000072,-73.885804993999955,POINT (-73.88580499399995 40.85469355200007)
213035730,05/13/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,WHITE,0,NEW YORK,28,998616,232309,40.804307011000049,-73.948109959999954,POINT (-73.94810995999995 40.80430701100005)
212148700,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212145702,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,WHITE HISPANIC,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212921359,05/07/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,2,BRONX,42,1012074,240410,40.826509848000057,-73.899464708999972,POINT (-73.89946470899997 40.82650984800006)
212145611,04/19/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,<18,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212145719,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212610571,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,F,BLACK HISPANIC,0,NEW YORK,33,1002137,246052,40.842021222000028,-73.935355111999968,POINT (-73.93535511199997 40.84202122200003)
212609637,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK HISPANIC,0,BRONX,43,1018728,242744,40.832892539000056,-73.875409776999959,POINT (-73.87540977699996 40.832892539000056)
212145695,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,F,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212884032,05/10/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,QUEENS,101,1043389,154070,40.589373635000072,-73.787072545999933,POINT (-73.78707254599993 40.58937363500007)
211726447,04/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,BLACK,0,BRONX,47,1023099,263405,40.889582550000057,-73.859494751999989,POINT (-73.85949475199999 40.88958255000006)
212921360,05/07/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,U,BLACK,2,BRONX,40,1007373,232752,40.805504347000067,-73.916477251999936,POINT (-73.91647725199994 40.80550434700007)
211726446,04/03/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,BLACK,0,BRONX,47,1023099,263405,40.889582550000057,-73.859494751999989,POINT (-73.85949475199999 40.88958255000006)
213357099,05/15/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,45-64,M,WHITE HISPANIC,0,BRONX,43,1022943,240733,40.827355465000039,-73.860189833999982,POINT (-73.86018983399998 40.82735546500004)
211358336,03/22/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,0,BRONX,49,1021177,247658,40.846370126000068,-73.866532887999938,POINT (-73.86653288799994 40.84637012600007)
213423221,05/22/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,NEW YORK,28,997583,230442,40.799184226000079,-73.951844970999957,POINT (-73.95184497099996 40.79918422600008)
212148779,04/18/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,<18,M,BLACK,0,BROOKLYN,69,1011357,170320,40.63413235400003,-73.902337798999952,POINT (-73.90233779899995 40.63413235400003)
212611642,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,73,1010229,182554,40.667715391000058,-73.906354740999973,POINT (-73.90635474099997 40.66771539100006)
212610573,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,M,WHITE HISPANIC,0,NEW YORK,33,1000133,244290,40.837188876000027,-73.942602043999955,POINT (-73.94260204399995 40.83718887600003)
212321489,04/23/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,WHITE HISPANIC,0,BROOKLYN,90,996642,197629,40.709122248000028,-73.955304165999962,POINT (-73.95530416599996 40.70912224800003)
212612125,05/02/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,73,1010229,182554,40.667715391000058,-73.906354740999973,POINT (-73.90635474099997 40.66771539100006)
212276260,04/22/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,18-24,M,BLACK,0,BROOKLYN,90,998016,196598,40.706290365000029,-73.950350330999981,POINT (-73.95035033099998 40.70629036500003)
